1.842080,4.607570,0.000000
5.658580,4.799960,2.000000
6.352580,3.290850,2.000000
2.904020,4.612200,0.000000
3.231980,4.939890,0.000000
1.247920,4.932680,0.000000
1.976200,4.434900,0.000000
2.234540,5.055470,0.000000
2.983410,4.840460,0.000000
2.979700,4.806710,0.000000
2.114960,5.373740,0.000000
2.121700,5.208540,0.000000
1.514350,4.770030,0.000000
2.169790,5.274350,0.000000
0.418520,4.883130,0.000000
2.470540,4.804190,0.000000
4.060690,4.995040,0.000000
3.007090,4.678980,0.000000
0.666320,4.871880,0.000000
3.162190,4.836580,0.000000
0.511550,4.910530,0.000000
3.134280,4.961780,0.000000
2.049750,5.624140,0.000000
0.665830,5.243990,0.000000
1.017320,4.844740,0.000000
2.178940,5.297590,0.000000
2.859630,5.260420,0.000000
1.308830,5.301590,0.000000
0.992530,5.015670,0.000000
1.403730,4.575280,0.000000
2.660470,5.196240,0.000000
2.799960,5.115260,0.000000
2.069950,4.684670,0.000000
3.297650,5.592060,0.000000
1.892980,4.890430,0.000000
2.559830,5.263980,0.000000
1.153540,4.678670,0.000000
2.251510,5.445000,0.000000
2.209600,4.914690,0.000000
1.591420,4.832130,0.000000
1.678380,5.269040,0.000000
2.591490,4.925930,0.000000
2.809960,5.538500,0.000000
0.953120,5.580370,0.000000
1.517750,5.038370,0.000000
3.231140,5.784300,0.000000
2.541800,4.810990,0.000000
3.814230,4.735270,0.000000
1.684960,4.596440,0.000000
2.177770,4.861540,0.000000
1.817330,5.133340,0.000000
1.857770,4.869620,0.000000
3.030840,5.240580,0.000000
2.926580,5.096680,0.000000
3.434940,5.340810,0.000000
3.203670,4.859250,0.000000
0.105120,4.729160,0.000000
1.405980,5.066370,0.000000
2.241850,4.924460,0.000000
1.366780,5.261610,0.000000
1.707250,4.042310,0.000000
1.919100,5.578480,0.000000
1.601570,4.644530,0.000000
0.379630,5.261950,0.000000
2.021350,4.412670,0.000000
1.120370,5.208810,0.000000
2.269010,4.618190,0.000000
-0.245130,5.740190,0.000000
2.128580,5.011500,0.000000
1.844200,5.031540,0.000000
2.325580,4.748680,0.000000
1.523340,4.879160,0.000000
1.022850,5.010510,0.000000
1.853830,5.007520,0.000000
2.203220,4.945160,0.000000
1.201000,4.578300,0.000000
1.020630,4.629910,0.000000
1.604930,5.136630,0.000000
0.476470,5.135360,0.000000
0.363920,4.733330,0.000000
0.313200,5.546950,0.000000
2.286650,5.007670,0.000000
2.154600,5.462830,0.000000
2.052890,4.779590,0.000000
4.888040,5.506710,2.000000
2.403050,5.081470,0.000000
2.568690,5.206880,0.000000
1.829760,4.596570,0.000000
0.548450,5.026730,0.000000
3.171100,5.594650,0.000000
3.042020,5.007580,0.000000
2.404280,5.025870,0.000000
0.177830,5.297650,0.000000
2.614290,5.222870,0.000000
2.300980,4.972360,0.000000
3.907790,5.094650,0.000000
2.056710,5.233910,0.000000
1.381330,5.001950,0.000000
1.160740,4.677280,0.000000
1.728180,5.360280,0.000000
3.203610,0.722210,1.000000
3.061930,1.571920,1.000000
4.017150,1.160710,1.000000
1.402610,1.087270,1.000000
4.081650,0.872000,1.000000
3.152730,0.981560,1.000000
3.451860,0.427840,1.000000
3.853840,0.792050,1.000000
1.574490,1.348110,1.000000
4.723720,0.620440,1.000000
2.879610,0.754140,1.000000
0.967910,1.161670,1.000000
1.531780,1.100550,1.000000
4.138360,1.247810,1.000000
3.161090,1.294230,1.000000
2.951770,0.895830,1.000000
3.278440,1.750440,1.000000
2.127020,0.956720,1.000000
3.326490,1.280190,1.000000
2.543710,0.957330,1.000000
3.233950,1.082020,1.000000
4.431530,0.540410,1.000000
3.564790,1.117650,1.000000
4.255880,0.906440,1.000000
4.053870,0.532920,1.000000
3.089700,1.088140,1.000000
2.847340,0.267590,1.000000
3.635860,1.121600,1.000000
1.955390,1.321570,1.000000
2.883840,0.804550,1.000000
3.484440,1.135510,1.000000
3.497980,1.100460,1.000000
2.455760,0.789050,1.000000
3.203800,1.027280,1.000000
3.006770,0.625190,1.000000
1.965480,1.217310,1.000000
2.179890,1.308800,1.000000
2.612070,0.990770,1.000000
3.955500,0.832690,1.000000
3.648460,1.628500,1.000000
4.184500,0.453560,1.000000
3.787570,1.454430,1.000000
3.300640,1.281080,1.000000
3.028360,1.356350,1.000000
3.184120,1.414110,1.000000
4.169120,0.205810,1.000000
3.240240,1.148760,1.000000
3.915960,1.012260,1.000000
2.969800,1.012100,1.000000
1.129940,0.770850,1.000000
2.717310,0.486980,1.000000
3.118900,0.694380,1.000000
2.405180,1.117780,1.000000
2.958180,1.018870,1.000000
1.654560,1.186310,1.000000
2.397760,1.247210,1.000000
2.284090,0.648650,1.000000
2.795890,0.995270,1.000000
3.411560,1.159640,1.000000
3.506640,0.738780,1.000000
3.936160,1.462030,1.000000
3.902070,1.277790,1.000000
2.610360,0.880280,1.000000
4.372720,1.029140,1.000000
3.083490,1.196330,1.000000
2.115990,0.793040,1.000000
2.156530,0.403590,1.000000
2.144910,1.135820,1.000000
1.849360,1.022330,1.000000
4.159080,0.617210,1.000000
2.764940,1.431490,1.000000
3.905610,1.165750,1.000000
2.540720,0.983930,1.000000
4.277830,1.180140,1.000000
3.310580,1.031240,1.000000
2.155210,0.806970,1.000000
3.713640,0.458130,1.000000
3.540100,0.864460,1.000000
1.605200,1.109810,1.000000
1.751640,0.688540,1.000000
3.124050,0.678220,1.000000
2.371990,1.427900,1.000000
2.534460,1.215620,1.000000
3.683450,1.228350,1.000000
3.267010,0.320570,1.000000
3.941590,0.825770,1.000000
3.264550,1.383690,1.000000
4.304710,1.107260,1.000000
2.684990,0.353450,1.000000
3.126350,1.280690,1.000000
2.942940,1.028250,1.000000
3.118770,1.332850,1.000000
2.023590,0.447720,1.000000
3.622030,1.286440,1.000000
2.428660,0.864990,1.000000
2.095170,1.140100,1.000000
5.292390,0.368730,1.000000
2.072920,1.167640,1.000000
0.946230,0.245220,1.000000
2.739120,1.100720,1.000000
6.005070,2.727840,2.000000
6.056960,2.949700,2.000000
6.770130,3.214110,2.000000
5.640350,2.693850,2.000000
5.633250,2.990020,2.000000
6.174430,3.290260,2.000000
7.246950,2.968770,2.000000
5.581630,3.335100,2.000000
5.362720,3.146810,2.000000
4.707760,2.787110,2.000000
7.428920,3.466790,2.000000
6.641070,3.059990,2.000000
6.374740,2.562530,2.000000
7.287800,2.751800,2.000000
6.202950,2.678560,2.000000
5.387360,2.267370,2.000000
5.667310,2.964780,2.000000
6.597020,3.070820,2.000000
7.756610,3.156040,2.000000
6.632630,3.147990,2.000000
5.766350,3.142720,2.000000
5.994230,2.757080,2.000000
6.378700,2.650220,2.000000
5.740360,3.103910,2.000000
4.616520,2.793210,2.000000
5.335340,3.039290,2.000000
5.372940,2.816850,2.000000
5.036110,2.924860,2.000000
5.529090,3.336820,2.000000
6.050870,2.807030,2.000000
5.132010,2.198120,2.000000
5.732850,2.877380,2.000000
6.781110,3.056770,2.000000
6.448340,3.352990,2.000000
6.399410,2.897570,2.000000
5.860680,2.995770,2.000000
6.447650,3.165610,2.000000
5.367080,3.195030,2.000000
5.887360,3.346160,2.000000
3.961620,2.720250,1.000000
6.284380,3.173610,2.000000
4.205850,2.816470,2.000000
5.326160,3.033140,2.000000
7.171350,3.412270,2.000000
7.494930,2.840190,2.000000
7.398070,3.484870,2.000000
5.024330,2.986830,2.000000
5.317120,2.817410,2.000000
5.876550,3.216610,2.000000
6.037630,2.683040,2.000000
5.912800,2.856320,2.000000
6.694510,2.890560,2.000000
6.010180,2.724010,2.000000
6.927220,3.199600,2.000000
6.335600,3.308640,2.000000
6.242570,2.791790,2.000000
5.578120,3.247660,2.000000
6.407740,2.675550,2.000000
6.800300,3.175800,2.000000
7.216840,2.728970,2.000000
6.511010,2.727320,2.000000
4.606310,3.329460,2.000000
7.655030,2.870960,2.000000
5.502960,2.629250,2.000000
6.630610,3.015020,2.000000
3.459280,2.684780,1.000000
8.203400,2.416930,2.000000
4.956790,2.897760,2.000000
5.370530,2.449550,2.000000
5.697980,2.949770,2.000000
6.273760,2.242560,2.000000
5.052750,2.756920,2.000000
6.885760,2.888450,2.000000
4.187740,2.892830,2.000000
5.975100,3.025920,2.000000
6.094570,2.618680,2.000000
5.723960,3.044540,2.000000
4.372500,3.054880,2.000000
6.292060,2.775740,2.000000
5.145330,4.132260,2.000000
6.587060,3.375080,2.000000
5.787690,3.292550,2.000000
6.727980,3.004400,2.000000
6.640790,2.410690,2.000000
