1.842080,4.607570,1.420157,0.000000
5.658580,4.799960,0.743352,1.000000
6.352580,3.290850,0.335779,1.000000
2.904020,4.612200,1.222641,0.000000
3.231980,4.939890,0.878161,0.000000
1.247920,4.932680,1.492109,0.000000
1.976200,4.434900,0.890102,0.000000
2.234540,5.055470,1.328535,0.000000
2.983410,4.840460,1.605505,0.000000
2.979700,4.806710,1.895930,0.000000
2.114960,5.373740,1.324176,0.000000
2.121700,5.208540,1.728911,0.000000
1.514350,4.770030,1.700258,0.000000
2.169790,5.274350,0.834972,0.000000
0.418520,4.883130,1.256205,0.000000
2.470540,4.804190,0.165088,0.000000
4.060690,4.995040,0.595135,0.000000
3.007090,4.678980,1.628358,0.000000
0.666320,4.871880,1.486751,0.000000
3.162190,4.836580,1.275628,0.000000
0.511550,4.910530,0.357113,0.000000
3.134280,4.961780,0.831417,0.000000
2.049750,5.624140,0.708648,0.000000
0.665830,5.243990,0.441820,0.000000
1.017320,4.844740,1.289503,0.000000
2.178940,5.297590,1.397762,0.000000
2.859630,5.260420,0.525193,0.000000
1.308830,5.301590,1.704173,0.000000
0.992530,5.015670,1.077155,0.000000
1.403730,4.575280,1.151258,0.000000
2.660470,5.196240,1.339436,0.000000
2.799960,5.115260,0.126869,0.000000
2.069950,4.684670,0.092031,0.000000
3.297650,5.592060,0.272699,0.000000
1.892980,4.890430,0.307771,0.000000
2.559830,5.263980,0.790765,0.000000
1.153540,4.678670,0.891594,0.000000
2.251510,5.445000,1.594061,0.000000
2.209600,4.914690,1.393122,0.000000
1.591420,4.832130,1.117581,0.000000
1.678380,5.269040,1.190957,0.000000
2.591490,4.925930,0.073687,0.000000
2.809960,5.538500,1.989927,0.000000
0.953120,5.580370,0.227398,0.000000
1.517750,5.038370,1.765008,0.000000
3.231140,5.784300,0.616678,0.000000
2.541800,4.810990,0.874195,0.000000
3.814230,4.735270,1.984387,0.000000
1.684960,4.596440,1.024894,0.000000
2.177770,4.861540,0.828589,0.000000
1.817330,5.133340,0.625233,0.000000
1.857770,4.869620,0.464415,0.000000
3.030840,5.240580,1.489028,0.000000
2.926580,5.096680,0.836918,0.000000
3.434940,5.340810,1.916505,0.000000
3.203670,4.859250,0.307792,0.000000
0.105120,4.729160,1.499512,0.000000
1.405980,5.066370,1.397703,0.000000
2.241850,4.924460,1.095898,0.000000
1.366780,5.261610,0.675053,0.000000
1.707250,4.042310,0.737658,0.000000
1.919100,5.578480,1.883614,0.000000
1.601570,4.644530,1.312617,0.000000
0.379630,5.261950,0.341666,0.000000
2.021350,4.412670,0.014969,0.000000
1.120370,5.208810,0.586657,0.000000
2.269010,4.618190,1.702235,0.000000
-0.245130,5.740190,1.703239,0.000000
2.128580,5.011500,0.232822,0.000000
1.844200,5.031540,1.607235,0.000000
2.325580,4.748680,0.240506,0.000000
1.523340,4.879160,0.230680,0.000000
1.022850,5.010510,1.494511,0.000000
1.853830,5.007520,0.321459,0.000000
2.203220,4.945160,0.948126,0.000000
1.201000,4.578300,0.606244,0.000000
1.020630,4.629910,1.279914,0.000000
1.604930,5.136630,1.537585,0.000000
0.476470,5.135360,1.588684,0.000000
0.363920,4.733330,1.656301,0.000000
0.313200,5.546950,1.515957,0.000000
2.286650,5.007670,0.965626,0.000000
2.154600,5.462830,0.588244,0.000000
2.052890,4.779590,0.462299,0.000000
4.888040,5.506710,1.991522,1.000000
2.403050,5.081470,1.109300,0.000000
2.568690,5.206880,1.766139,0.000000
1.829760,4.596570,1.350283,0.000000
0.548450,5.026730,0.813135,0.000000
3.171100,5.594650,0.678815,0.000000
3.042020,5.007580,0.236961,0.000000
2.404280,5.025870,1.445655,0.000000
0.177830,5.297650,1.651692,0.000000
2.614290,5.222870,1.859115,0.000000
2.300980,4.972360,0.148182,0.000000
3.907790,5.094650,1.818215,0.000000
2.056710,5.233910,0.945657,0.000000
1.381330,5.001950,1.119699,0.000000
1.160740,4.677280,0.713280,0.000000
1.728180,5.360280,1.389236,0.000000
3.203610,0.722210,1.204711,2.000000
3.061930,1.571920,1.301209,2.000000
4.017150,1.160710,1.739520,2.000000
1.402610,1.087270,0.048972,2.000000
4.081650,0.872000,0.849356,2.000000
3.152730,0.981560,1.810879,2.000000
3.451860,0.427840,0.989685,2.000000
3.853840,0.792050,1.515774,2.000000
1.574490,1.348110,1.554057,2.000000
4.723720,0.620440,0.981928,2.000000
2.879610,0.754140,1.087192,2.000000
0.967910,1.161670,0.614492,2.000000
1.531780,1.100550,1.373117,2.000000
4.138360,1.247810,1.177226,2.000000
3.161090,1.294230,0.619156,2.000000
2.951770,0.895830,0.956826,2.000000
3.278440,1.750440,1.033887,2.000000
